sce_name,target_year,bus,type,water_miom3,oly_pool,onshore
tyndp_ga,2030,AT1 0,H2 Electrolysis,0.018910479309298147,8.0,True
tyndp_ga,2030,AT1 0,SMR,0.0013410556309323845,1.0,True
tyndp_ga,2030,AT1 0,biomass,0.00028421826425947003,0.0,True
tyndp_ga,2030,AT1 0,gas,9.936069855958844e-09,0.0,True
tyndp_ga,2030,AT1 0,hydro,36.5054071659957,14602.0,True
tyndp_ga,2030,AT1 0,nuclear,2.815568214756928e-08,0.0,True
tyndp_ga,2030,AT1 1,H2 Electrolysis,2.895029066415513e-05,0.0,True
tyndp_ga,2030,AT1 1,SMR,0.042937253091535454,17.0,True
tyndp_ga,2030,AT1 1,biomass,9.581665782806292e-05,0.0,True
tyndp_ga,2030,AT1 1,coal,1.0417221252616862e-08,0.0,True
tyndp_ga,2030,AT1 1,gas,1.8934517942173898,757.0,True
tyndp_ga,2030,AT1 1,hydro,93.92777818155706,37571.0,True
tyndp_ga,2030,AT1 1,nuclear,2.8363980369331695e-08,0.0,True
tyndp_ga,2030,AT1 1,oil,0.0029466318536005894,1.0,True
tyndp_ga,2030,AT1 2,H2 Electrolysis,4.276861111339431e-05,0.0,True
tyndp_ga,2030,AT1 2,SMR,0.061221818594222335,24.0,True
tyndp_ga,2030,AT1 2,biomass,0.00017166842483943879,0.0,True
tyndp_ga,2030,AT1 2,coal,1.0424491116683044e-08,0.0,True
tyndp_ga,2030,AT1 2,gas,0.4367649479669251,175.0,True
tyndp_ga,2030,AT1 2,hydro,112.0370587235917,44815.0,True
tyndp_ga,2030,AT1 2,nuclear,2.8195119340590506e-08,0.0,True
tyndp_ga,2030,BE1 0,H2 Electrolysis,0.004850367749473064,2.0,True
tyndp_ga,2030,BE1 0,SMR,0.1794645744347458,72.0,True
tyndp_ga,2030,BE1 0,biomass,0.00021386802153919418,0.0,True
tyndp_ga,2030,BE1 0,coal,1.0402964338719154e-08,0.0,True
tyndp_ga,2030,BE1 0,gas,4.766336690729236,1907.0,True
tyndp_ga,2030,BE1 0,hydro,1.8968846359660678,759.0,True
tyndp_ga,2030,BE1 0,lignite,1.4171666828124611e-08,0.0,True
tyndp_ga,2030,BE1 0,nuclear,2.7020985604017778e-08,0.0,True
tyndp_ga,2030,BE1 0,oil,0.0012765229407450988,1.0,True
tyndp_ga,2030,BE1 1,H2 Electrolysis,0.011510077209918881,5.0,True
tyndp_ga,2030,BE1 1,SMR,0.0016151679222483645,1.0,True
tyndp_ga,2030,BE1 1,biomass,0.00021558103775531969,0.0,True
tyndp_ga,2030,BE1 1,coal,1.0402009185892818e-08,0.0,True
tyndp_ga,2030,BE1 1,gas,1.0171133337960825,407.0,True
tyndp_ga,2030,BE1 1,hydro,18.39272250339672,7357.0,True
tyndp_ga,2030,BE1 1,lignite,1.4161249498592119e-08,0.0,True
tyndp_ga,2030,BE1 1,nuclear,2.8741459459912103e-08,0.0,True
tyndp_ga,2030,BE1 1,oil,0.0028752074747207847,1.0,True
tyndp_ga,2030,BE1 2,H2 Electrolysis,0.021117743071659024,8.0,True
tyndp_ga,2030,BE1 2,SMR,0.001539825615430769,1.0,True
tyndp_ga,2030,BE1 2,biomass,0.00014035201236492042,0.0,True
tyndp_ga,2030,BE1 2,coal,1.0169973560127467e-08,0.0,True
tyndp_ga,2030,BE1 2,gas,1.8698847931519007,748.0,True
tyndp_ga,2030,BE1 2,hydro,1.4415094003836063e-06,0.0,True
tyndp_ga,2030,BE1 2,lignite,1.3926377782333809e-08,0.0,True
tyndp_ga,2030,BE1 2,oil,0.0007976925004906747,0.0,True
tyndp_ga,2030,BG1 0,H2 Electrolysis,0.007062371069992193,3.0,True
tyndp_ga,2030,BG1 0,SMR,0.007886091385602645,3.0,True
tyndp_ga,2030,BG1 0,biomass,5.6771370371988676e-05,0.0,True
tyndp_ga,2030,BG1 0,gas,0.5349303074809815,214.0,True
tyndp_ga,2030,BG1 0,hydro,64.18506085924203,25674.0,True
tyndp_ga,2030,BG1 0,lignite,30.425210511209798,12170.0,True
tyndp_ga,2030,BG1 0,nuclear,16.431424411655247,6573.0,True
tyndp_ga,2030,BG1 0,oil,1.909672259757004e-08,0.0,True
tyndp_ga,2030,BG1 1,H2 Electrolysis,0.003428412038300546,1.0,True
tyndp_ga,2030,BG1 1,SMR,0.02801872415320312,11.0,True
tyndp_ga,2030,BG1 1,biomass,5.521937761077735e-05,0.0,True
tyndp_ga,2030,BG1 1,coal,0.0006130347605277887,0.0,True
tyndp_ga,2030,BG1 1,gas,0.3494161193595191,140.0,True
tyndp_ga,2030,BG1 1,hydro,11.827351936629857,4731.0,True
tyndp_ga,2030,BG1 1,lignite,0.3055115245011639,122.0,True
tyndp_ga,2030,BG1 1,oil,1.915946767502989e-08,0.0,True
tyndp_ga,2030,CZ1 0,H2 Electrolysis,0.005042155746383882,2.0,True
tyndp_ga,2030,CZ1 0,SMR,0.06471210578949381,26.0,True
tyndp_ga,2030,CZ1 0,biomass,1.9056721797388565,762.0,True
tyndp_ga,2030,CZ1 0,coal,0.0011609477338711408,0.0,True
tyndp_ga,2030,CZ1 0,gas,2.541345388718576,1017.0,True
tyndp_ga,2030,CZ1 0,hydro,13.643148977276107,5457.0,True
tyndp_ga,2030,CZ1 0,lignite,0.10881692393266652,44.0,True
tyndp_ga,2030,CZ1 0,nuclear,0.061323607668987264,25.0,True
tyndp_ga,2030,CZ1 0,oil,1.913989144771116e-08,0.0,True
tyndp_ga,2030,CZ1 1,H2 Electrolysis,0.02262316034732953,9.0,True
tyndp_ga,2030,CZ1 1,SMR,0.0035765802957007714,1.0,True
tyndp_ga,2030,CZ1 1,biomass,2.047145400112233,819.0,True
tyndp_ga,2030,CZ1 1,gas,0.6323346323476253,253.0,True
tyndp_ga,2030,CZ1 1,hydro,40.229454996774784,16092.0,True
tyndp_ga,2030,CZ1 1,lignite,35.46658159986771,14187.0,True
tyndp_ga,2030,CZ1 1,nuclear,42.728158412054135,17091.0,True
tyndp_ga,2030,CZ1 1,oil,1.915321072839649e-08,0.0,True
tyndp_ga,2030,DE1 0,H2 Electrolysis,1.6017915473528757e-05,0.0,True
tyndp_ga,2030,DE1 0,SMR,0.09096465690788348,36.0,True
tyndp_ga,2030,DE1 0,biomass,1.3603172250404205,544.0,True
tyndp_ga,2030,DE1 0,gas,1.1028633356194775,441.0,True
tyndp_ga,2030,DE1 0,hydro,2.7392405049105855,1096.0,True
tyndp_ga,2030,DE1 0,lignite,107.99831236458651,43199.0,True
tyndp_ga,2030,DE1 1,H2 Electrolysis,0.0683156751376289,27.0,True
tyndp_ga,2030,DE1 1,SMR,0.0005238310750510574,0.0,True
tyndp_ga,2030,DE1 1,biomass,0.20127222991318475,81.0,True
tyndp_ga,2030,DE1 1,gas,3.376787755022726,1351.0,True
tyndp_ga,2030,DE1 1,hydro,0.03782657385676103,15.0,True
tyndp_ga,2030,DE1 1,nuclear,1.8497593620493854e-08,0.0,True
tyndp_ga,2030,DE1 10,H2 Electrolysis,1.754572673008562e-05,0.0,True
tyndp_ga,2030,DE1 10,SMR,0.3179655416851326,127.0,True
tyndp_ga,2030,DE1 10,biomass,0.0565866694579942,23.0,True
tyndp_ga,2030,DE1 10,coal,0.0005777301647185348,0.0,True
tyndp_ga,2030,DE1 10,gas,4.887346828903636,1955.0,True
tyndp_ga,2030,DE1 10,hydro,6.236311146695726,2495.0,True
tyndp_ga,2030,DE1 10,lignite,0.06314073951620633,25.0,True
tyndp_ga,2030,DE1 11,H2 Electrolysis,9.979153930933645e-06,0.0,True
tyndp_ga,2030,DE1 11,SMR,0.056022346846362814,22.0,True
tyndp_ga,2030,DE1 11,biomass,1.9774240508155194,791.0,True
tyndp_ga,2030,DE1 11,coal,0.0005970200635592556,0.0,True
tyndp_ga,2030,DE1 11,gas,3.5081480844604673,1403.0,True
tyndp_ga,2030,DE1 11,hydro,175.76465566488423,70306.0,True
tyndp_ga,2030,DE1 11,nuclear,2.8644045626806468e-08,0.0,True
tyndp_ga,2030,DE1 11,oil,0.008975905983927916,4.0,True
tyndp_ga,2030,DE1 12,H2 Electrolysis,8.233579571009487e-06,0.0,True
tyndp_ga,2030,DE1 12,SMR,0.004941525006924481,2.0,True
