sce_name,target_year,bus,type,area_km2,oly_field,rel,onshore
clever,2030,CZ1 1,H2 Store,1.140838323668858e-07,0.0,2.692936769380257e-10,True
clever,2030,CZ1 1,grid,31.793662883313736,4453.0,0.07504860420222666,True
clever,2030,CZ1 1,onwind,12.657983850597486,1773.0,0.029879036696342315,True
clever,2030,CZ1 1,protected area,6244.756203098244,874616.0,14.740680818871198,True
clever,2030,CZ1 1,solar,20.46729923004767,2867.0,0.04831284286563116,True
clever,2030,CZ1 1,solar rooftop,24.997070744134668,3501.0,0.05900532050606224,True
clever,2030,CZ1 1,urban area,2405.206203098244,336864.0,5.677463745638322,True
clever,2030,DE1 0,H2 Electrolysis,2.6600760079878046e-07,0.0,1.0780634074703272e-09,True
clever,2030,DE1 0,H2 Store,1.1045058299604809e-07,0.0,4.4762905835865755e-10,True
clever,2030,DE1 0,grid,0.8323678796479562,117.0,0.003373382376697263,True
clever,2030,DE1 0,onwind,305.75137203912135,42822.0,1.2391351412118523,True
clever,2030,DE1 0,protected area,2907.9384112055704,407274.0,11.785159457415395,True
clever,2030,DE1 0,solar,55.120862593489576,7720.0,0.2233913045033317,True
clever,2030,DE1 0,solar rooftop,24.780266793363598,3471.0,0.10042832902915995,True
clever,2030,DE1 0,urban area,2096.4884112055693,293626.0,8.49655210422352,True
clever,2030,DE1 1,H2 Electrolysis,1.0868866014713358e-06,0.0,1.7868810777937834e-08,True
clever,2030,DE1 1,H2 Store,0.0008116900971904705,0.0,1.3344480222120944e-05,True
clever,2030,DE1 1,grid,19.4990477898415,2731.0,0.3205714329673183,True
clever,2030,DE1 1,offwind,1942.1651828583144,272012.0,7.229073993662521,True
clever,2030,DE1 1,onwind,430.2984508952583,60266.0,7.074262932930197,True
clever,2030,DE1 1,protected area,430.1405818717772,60244.0,7.071667508803647,True
clever,2030,DE1 1,solar,54.241605422473704,7597.0,0.8917517082956797,True
clever,2030,DE1 1,solar rooftop,6.797094494524479,952.0,0.11174670402414014,True
clever,2030,DE1 1,urban area,498.0505818717776,69755.0,8.188132591993623,True
clever,2030,DE1 10,H2 Electrolysis,3.1300344135874815e-07,0.0,1.9389791515905298e-09,True
clever,2030,DE1 10,H2 Store,1.1194803502597812e-07,0.0,6.934904774037597e-10,True
clever,2030,DE1 10,grid,8.842712468686653,1238.0,0.05477842366800493,True
clever,2030,DE1 10,onwind,348.17102443345914,48763.0,2.156833658549569,True
clever,2030,DE1 10,protected area,1603.0924627835143,224523.0,9.930762581765064,True
clever,2030,DE1 10,solar,55.42567156923427,7763.0,0.34334837076910474,True
clever,2030,DE1 10,solar rooftop,70.00332402020291,9804.0,0.4336533337396685,True
clever,2030,DE1 10,urban area,3512.0924627835147,491890.0,21.756546938378076,True
clever,2030,DE1 11,H2 Electrolysis,2.8023526433654954e-07,0.0,7.455558917778332e-10,True
clever,2030,DE1 11,H2 Store,1.1284783697719735e-07,0.0,3.0022763170766557e-10,True
clever,2030,DE1 11,grid,6.95704746409882,974.0,0.01850897580116013,True
clever,2030,DE1 11,onwind,174.89562954301323,24495.0,0.4653035632781357,True
clever,2030,DE1 11,protected area,3839.425359661207,537735.0,10.21465376498406,True
clever,2030,DE1 11,solar,720.5287485521634,100914.0,1.9169409494203724,True
clever,2030,DE1 11,solar rooftop,46.958121410726264,6577.0,0.12493040148773181,True
clever,2030,DE1 11,urban area,2568.305359661211,359707.0,6.83288449550874,True
clever,2030,DE1 12,H2 Electrolysis,2.360360648903671e-07,0.0,1.2674322561164658e-09,True
clever,2030,DE1 12,H2 Store,1.1198622087837315e-07,0.0,6.013273804058656e-10,True
clever,2030,DE1 12,grid,3.456778205576091,484.0,0.01856170666979433,True
clever,2030,DE1 12,onwind,272.39299539578,38150.0,1.4626564328851646,True
clever,2030,DE1 12,protected area,3918.480094597741,548807.0,21.04088656600105,True
clever,2030,DE1 12,solar,55.4064880551835,7760.0,0.29751373033561007,True
clever,2030,DE1 12,solar rooftop,16.628987387860366,2329.0,0.08929192668805698,True
clever,2030,DE1 12,urban area,1164.8200945977394,163140.0,6.254682144237266,True
clever,2030,DE1 13,H2 Electrolysis,4.328054608486654e-07,0.0,2.1473722283791375e-09,True
clever,2030,DE1 13,H2 Store,1.1024102383748675e-07,0.0,5.46962860756223e-10,True
clever,2030,DE1 13,grid,38.02065034769165,5325.0,0.18864015371121762,True
clever,2030,DE1 13,onwind,336.9576664971077,47193.0,1.6718216395803118,True
clever,2030,DE1 13,protected area,2556.9705295857016,358119.0,12.686456158038471,True
clever,2030,DE1 13,solar,54.620940705897134,7650.0,0.27100279864721755,True
clever,2030,DE1 13,solar rooftop,23.74727058188778,3326.0,0.11782251833735828,True
clever,2030,DE1 13,urban area,1697.7605295857002,237782.0,8.423469991625987,True
clever,2030,DE1 14,H2 Electrolysis,5.647848592116721e-07,0.0,2.3680080994689167e-09,True
clever,2030,DE1 14,H2 Store,0.008730003918224686,1.0,3.660282256080034e-05,True
clever,2030,DE1 14,grid,83.61045509664532,11710.0,0.35055868024772036,True
clever,2030,DE1 14,offwind,149.82108875410674,20983.0,6.290354515626053,True
clever,2030,DE1 14,onwind,426.21690976186034,59694.0,1.7870257638553908,True
clever,2030,DE1 14,protected area,2131.8303816417992,298576.0,8.93825591831192,True
clever,2030,DE1 14,solar,54.41611495767972,7621.0,0.22815378078880733,True
clever,2030,DE1 14,solar rooftop,29.93856006422664,4193.0,0.12552523595883994,True
clever,2030,DE1 14,urban area,2193.8603816417994,307263.0,9.198332901634533,True
clever,2030,DE1 15,H2 Electrolysis,3.314104438786521e-07,0.0,1.6259171852272198e-09,True
clever,2030,DE1 15,H2 Store,1.1080047397065201e-07,0.0,5.435929919763429e-10,True
clever,2030,DE1 15,grid,5.801363882149212,813.0,0.028461798377110537,True
clever,2030,DE1 15,onwind,309.72734568809136,43379.0,1.5195387574251356,True
clever,2030,DE1 15,protected area,3182.1842558886487,445684.0,15.61196445005012,True
clever,2030,DE1 15,solar,54.5386357785587,7638.0,0.2675694348476106,True
clever,2030,DE1 15,solar rooftop,22.858851496777877,3202.0,0.11214673577630788,True
clever,2030,DE1 15,urban area,1874.7942558886489,262576.0,9.197839886213032,True
clever,2030,DE1 2,H2 Electrolysis,2.518354609715898e-07,0.0,8.497253338487328e-10,True
clever,2030,DE1 2,H2 Store,1.1205776712014245e-07,0.0,3.7809736249673124e-10,True
clever,2030,DE1 2,grid,2.954055235916364,414.0,0.009967363459706752,True
clever,2030,DE1 2,onwind,246.78401210087233,34564.0,0.8326810936868025,True
clever,2030,DE1 2,protected area,5315.598181518976,744482.0,17.935514013677686,True
clever,2030,DE1 2,solar,57.85221096916214,8103.0,0.19520082314858872,True
clever,2030,DE1 2,solar rooftop,68.6883785344222,9620.0,0.23176345045495592,True
clever,2030,DE1 2,urban area,3514.8881815189766,492281.0,11.859686169530805,True
clever,2030,DE1 3,H2 Electrolysis,2.5894203480009513e-07,0.0,1.1542796024446814e-09,True
clever,2030,DE1 3,H2 Store,1.1181777634579993e-07,0.0,4.984473784888586e-10,True
clever,2030,DE1 3,grid,1.8895863073995982e-06,0.0,8.423162864901224e-09,True
clever,2030,DE1 3,onwind,246.1758864975128,34478.0,1.0973722540536384,True
clever,2030,DE1 3,protected area,2683.1058561647023,375785.0,11.960415632640462,True
clever,2030,DE1 3,solar,55.0645149545936,7712.0,0.24545974731242887,True
clever,2030,DE1 3,solar rooftop,23.524187981146092,3295.0,0.10486319987279748,True
clever,2030,DE1 3,urban area,1434.1258561647026,200858.0,6.392867903379984,True
clever,2030,DE1 4,H2 Electrolysis,2.7699269885302755e-07,0.0,1.0652600990165544e-09,True
clever,2030,DE1 4,H2 Store,1.1230897880841078e-07,0.0,4.3191851042029055e-10,True
clever,2030,DE1 4,grid,2.072282611796448e-06,0.0,7.969596272296978e-09,True
clever,2030,DE1 4,onwind,205.17087709633878,28735.0,0.7890473278031325,True
clever,2030,DE1 4,protected area,3447.2537076763256,482809.0,13.257467944752399,True
clever,2030,DE1 4,solar,896.3689646196875,125542.0,3.447260869907575,True
clever,2030,DE1 4,solar rooftop,42.39860603407693,5938.0,0.16305680059094094,True
clever,2030,DE1 4,urban area,2232.763707676328,312712.0,8.58677538494209,True
clever,2030,DE1 5,H2 Electrolysis,2.6333626387605296e-07,0.0,2.9660553264500354e-09,True
clever,2030,DE1 5,H2 Store,1.119742339128703e-07,0.0,1.2612078869576205e-09,True
clever,2030,DE1 5,grid,1.6594401913558254e-07,0.0,1.8690898648174383e-09,True
clever,2030,DE1 5,onwind,142.02608112415692,19892.0,1.599693138395127,True
clever,2030,DE1 5,protected area,2228.912832423279,312173.0,25.105083065633536,True
clever,2030,DE1 5,solar,291.4424667309457,40818.0,3.282626054146232,True
clever,2030,DE1 5,solar rooftop,14.187080939648975,1987.0,0.15979442545607644,True
clever,2030,DE1 5,urban area,704.122832423279,98617.0,7.930800136843862,True
clever,2030,DE1 6,H2 Electrolysis,3.251074404832204e-07,0.0,1.6356395437749477e-09,True
clever,2030,DE1 6,H2 Store,1.1174624634673722e-07,0.0,5.622036183529726e-10,True
clever,2030,DE1 6,grid,23.431737175535936,3282.0,0.11788680027341968,True
clever,2030,DE1 6,onwind,370.50344992560156,51891.0,1.8640302199870227,True
clever,2030,DE1 6,protected area,2230.4222778035773,312384.0,11.221419206738869,True
clever,2030,DE1 6,solar,54.03168949730183,7567.0,0.27183742035371145,True
clever,2030,DE1 6,solar rooftop,45.21930920750231,6333.0,0.2275016842802611,True
clever,2030,DE1 6,urban area,2509.822277803577,351516.0,12.627101241734639,True
clever,2030,DE1 7,H2 Electrolysis,1.1239880307665449,157.0,0.0040468572650280725,True
clever,2030,DE1 7,H2 Store,1.9087346396915028,267.0,0.006872294394788508,True
clever,2030,DE1 7,grid,120.36896571838057,16858.0,0.4333818600088978,True
clever,2030,DE1 7,offwind,143.44529949537292,20090.0,0.8869604902885615,True
clever,2030,DE1 7,onwind,3919.723915889901,548981.0,14.112751000653693,True
clever,2030,DE1 7,protected area,4138.773327593193,579660.0,14.901426394774251,True
clever,2030,DE1 7,solar,54.9919531912405,7702.0,0.19799551169444646,True
clever,2030,DE1 7,solar rooftop,34.76954703282082,4870.0,0.1251858473221869,True
clever,2030,DE1 7,urban area,2398.253327593192,335890.0,8.634779585267749,True
clever,2030,DE1 8,H2 Electrolysis,3.733336411131872e-07,0.0,8.421902194293119e-10,True
clever,2030,DE1 8,H2 Store,0.009373821558358293,1.0,2.1146074089614442e-05,True
clever,2030,DE1 8,grid,33.059220737819665,4630.0,0.07457713235894865,True
clever,2030,DE1 8,offwind,662.8409817580148,92835.0,5.7846397815703625,True
clever,2030,DE1 8,onwind,1041.844879091266,145917.0,2.3502611892057126,True
clever,2030,DE1 8,protected area,12572.897735973116,1760910.0,28.362757429382572,True
clever,2030,DE1 8,solar,55.87226981609717,7825.0,0.12604028674224524,True
clever,2030,DE1 8,solar rooftop,43.789149739127076,6133.0,0.09878240149335356,True
clever,2030,DE1 8,urban area,3033.1777359731145,424815.0,6.842438884988733,True
clever,2030,DE1 9,H2 Electrolysis,3.012618150658221e-07,0.0,3.108591719396483e-09,True
clever,2030,DE1 9,H2 Store,1.1266622643722829e-07,0.0,1.1625545656421648e-09,True
clever,2030,DE1 9,grid,1.4417234484552612,202.0,0.014876527158108513,True
clever,2030,DE1 9,onwind,340.4420376613912,47681.0,3.512875665896926,True
clever,2030,DE1 9,protected area,1458.6135128652568,204288.0,15.050808503235224,True
clever,2030,DE1 9,solar,56.2161526675368,7873.0,0.5800704169575953,True
clever,2030,DE1 9,solar rooftop,10.925781306487309,1530.0,0.11273846069692786,True
clever,2030,DE1 9,urban area,796.6035128652575,111569.0,8.21981067595322,True
clever,2030,DK1 0,H2 Electrolysis,0.17724994217341541,25.0,0.0005604024224671725,True
clever,2030,DK1 0,H2 Store,0.4298259085605445,60.0,0.0013589594300731447,True
clever,2030,DK1 0,grid,72.68930388794286,10181.0,0.22981819619665442,True
clever,2030,DK1 0,offwind,1140.0643256930534,159673.0,1.3991134727069665,True
clever,2030,DK1 0,onwind,206.58401280471045,28933.0,0.6531465105104713,True
clever,2030,DK1 0,protected area,2570.0463901052194,359950.0,8.12558923973512,True
clever,2030,DK1 0,solar,9.59963572138747,1344.0,0.030350696012101726,True
clever,2030,DK1 0,solar rooftop,16.909060589044817,2368.0,0.053460545033487385,True
clever,2030,DK1 0,urban area,1981.42639010522,277511.0,6.264578342536075,True
clever,2030,DK2 0,H2 Electrolysis,9.183965862077644e-07,0.0,1.2094865481545776e-08,True
clever,2030,DK2 0,H2 Store,0.4573051097588843,64.0,0.00602250037687528,True
clever,2030,DK2 0,grid,27.347621112322123,3830.0,0.3601557361614472,True
clever,2030,DK2 0,offwind,78.74565512221984,11029.0,0.360172769815936,True
clever,2030,DK2 0,onwind,580.3641638118247,81283.0,7.6431321686401015,True
clever,2030,DK2 0,protected area,646.9965652420412,90616.0,8.520650600343538,True
clever,2030,DK2 0,solar,70.81911430619489,9919.0,0.9326555367463752,True
clever,2030,DK2 0,solar rooftop,9.02553164758372,1264.0,0.11886214824437946,True
clever,2030,DK2 0,urban area,1067.2365652420417,149473.0,14.055020333742085,True
clever,2030,EE6 0,H2 Electrolysis,0.00903172282609002,1.0,1.9847892071962318e-05,True
clever,2030,EE6 0,H2 Store,1.2502708452253675e-07,0.0,2.7475644763001566e-10,True
clever,2030,EE6 0,grid,2.2261705281578986e-06,0.0,4.892177630720055e-09,True
clever,2030,EE6 0,offwind,47.984644915256986,6721.0,0.13332377146797672,True
clever,2030,EE6 0,onwind,172.74472169087684,24194.0,0.37961955411401793,True
clever,2030,EE6 0,protected area,8053.225376938708,1127903.0,17.697570130356254,True
clever,2030,EE6 0,solar,0.5049233460102517,71.0,0.0011096071335665759,True
clever,2030,EE6 0,solar rooftop,6.392472764079749,895.0,0.014047941011642034,True
clever,2030,EE6 0,urban area,840.5953769387049,117730.0,1.8472717375110916,True
clever,2030,ES1 0,H2 Electrolysis,6.130359230333839e-07,0.0,4.196046075390149e-10,True
clever,2030,ES1 0,H2 Store,0.007770423898906861,1.0,5.318620896438134e-06,True
clever,2030,ES1 0,grid,30.545965706013448,4278.0,0.02090779262747054,True
clever,2030,ES1 0,offwind,0.00013068196431971087,0.0,4.010225604446779e-07,True
clever,2030,ES1 0,onwind,247.52937026698277,34668.0,0.16942639144427546,True
clever,2030,ES1 0,protected area,39015.16270954565,5464309.0,26.704702647446986,True
clever,2030,ES1 0,solar,11.397257455203121,1596.0,0.00780107912412041,True
clever,2030,ES1 0,solar rooftop,85.19611463157504,11932.0,0.058314171976972744,True
clever,2030,ES1 0,urban area,3138.5127095456533,439568.0,2.148217329954738,True
clever,2030,ES1 1,H2 Electrolysis,3.4512051061277837e-07,0.0,2.703559755809558e-10,True
clever,2030,ES1 1,H2 Store,0.03725227589581728,5.0,2.918219892101569e-05,True
clever,2030,ES1 1,grid,189.03191704825426,26475.0,0.14808134196016934,True
clever,2030,ES1 1,offwind,0.0001564976702844735,0.0,1.4210803838925941e-07,True
clever,2030,ES1 1,onwind,275.6411470403026,38605.0,0.21592814372584984,True
clever,2030,ES1 1,protected area,37595.87857709522,5265529.0,29.451365879375224,True
clever,2030,ES1 1,solar,12.196157342068318,1708.0,0.009554065652890905,True
clever,2030,ES1 1,solar rooftop,95.83116899067917,13422.0,0.07507096329202992,True
clever,2030,ES1 1,urban area,3606.0185770952303,505045.0,2.824835500627398,True
clever,2030,ES1 2,H2 Electrolysis,0.013114580129828792,2.0,1.6974782396371337e-05,True
clever,2030,ES1 2,H2 Store,1.1042176849055037e-07,0.0,1.429237896595974e-10,True
clever,2030,ES1 2,grid,1.8793163654282148e-07,0.0,2.432482476852264e-10,True
clever,2030,ES1 2,offwind,287.90706480779505,40323.0,0.116880658643913,True
clever,2030,ES1 2,onwind,3161.3860030180417,442771.0,4.091922039509927,True
clever,2030,ES1 2,protected area,16954.044395518544,2374516.0,21.944371188656834,True
clever,2030,ES1 2,solar,10.922245585268469,1530.0,0.01413714661500796,True
clever,2030,ES1 2,solar rooftop,28.482442236060734,3989.0,0.036866087536777205,True
clever,2030,ES1 2,urban area,1232.064395518543,172558.0,1.5947155612458852,True
clever,2030,ES1 3,H2 Electrolysis,1.3164617239478944e-06,0.0,9.187001359695358e-10,True
clever,2030,ES1 3,H2 Store,1.1452275939564399e-07,0.0,7.992034459829751e-11,True
clever,2030,ES1 3,grid,1.4436924687749948e-07,0.0,1.0074888188805998e-10,True
clever,2030,ES1 3,offwind,0.00026658424340441825,0.0,5.246919309065713e-07,True
clever,2030,ES1 3,onwind,175.47651728668572,24577.0,0.12245726355589769,True
clever,2030,ES1 3,protected area,40488.44812766021,5670651.0,28.255088715020754,True
clever,2030,ES1 3,solar,260.3667530981998,36466.0,0.18169838676048752,True
clever,2030,ES1 3,solar rooftop,61.93438352966096,8674.0,0.043221254013565955,True
clever,2030,ES1 3,urban area,2536.28812766022,355222.0,1.7699627762452044,True
clever,2030,ES4 0,H2 Electrolysis,0.18074964856116194,25.0,0.01827356550503425,True
clever,2030,ES4 0,H2 Store,1.105981414700356e-07,0.0,1.1181335061926101e-08,True
clever,2030,ES4 0,grid,6.522589334175083,914.0,0.6594256996309144,True
clever,2030,ES4 0,offwind,6.000561584796991e-05,0.0,8.966820424310136e-07,True
clever,2030,ES4 0,onwind,292.03452190790466,40901.0,29.524328308775054,True
clever,2030,ES4 0,protected area,115.57180633175597,16187.0,11.684166416643674,True
clever,2030,ES4 0,solar,11.460343579010827,1605.0,1.158626535477822,True
clever,2030,ES4 0,solar rooftop,1.2403377529889463,174.0,0.1253966099410755,True
clever,2030,ES4 0,urban area,64.63180633175595,9052.0,6.534195535724019,True
clever,2030,ES4 1,H2 Electrolysis,0.18729511813614505,26.0,0.04196865850842454,True
clever,2030,ES4 1,H2 Store,1.0914747974942752e-07,0.0,2.4457515765729336e-08,True
clever,2030,ES4 1,grid,13.198739756641835,1849.0,2.9575431922652284,True
clever,2030,ES4 1,offwind,7.453635746395338e-05,0.0,2.7098228039273505e-07,True
clever,2030,ES4 1,onwind,335.7437147562092,47023.0,75.23267798528889,True
clever,2030,ES4 1,protected area,85.28377855918018,11945.0,19.11019258951839,True
clever,2030,ES4 1,solar,11.585706316888102,1623.0,2.5960983758206004,True
clever,2030,ES4 1,solar rooftop,0.36862996592205766,52.0,0.08260175337036382,True
clever,2030,ES4 1,urban area,59.08377855918021,8275.0,13.239356959294247,True
clever,2030,ES4 2,H2 Electrolysis,0.19756929356666653,28.0,0.06507549697800814,True
clever,2030,ES4 2,H2 Store,1.0903177490119985e-07,0.0,3.5912953931253003e-08,True
clever,2030,ES4 2,grid,6.34621176249636,889.0,2.090319183293417,True
clever,2030,ES4 2,offwind,2.6779065104428768e-05,0.0,7.331694934355333e-07,True
clever,2030,ES4 2,onwind,286.86836555319195,40178.0,94.48888093201403,True
clever,2030,ES4 2,protected area,164.99013022018687,23108.0,54.34455186186096,True
clever,2030,ES4 2,solar,11.200095516888439,1569.0,3.6890944377281842,True
clever,2030,ES4 2,solar rooftop,0.2859894394228232,40.0,0.09419937969572295,True
clever,2030,ES4 2,urban area,8.950130220186896,1254.0,2.947999466830198,True
clever,2030,ES4 3,H2 Electrolysis,0.18121157225519385,25.0,0.009218319959039534,True
clever,2030,ES4 3,H2 Store,1.10814440422359e-07,0.0,5.6371839567544535e-09,True
clever,2030,ES4 3,grid,5.810882547556939,814.0,0.2956023939373072,True
clever,2030,ES4 3,offwind,8.959866697796177e-05,0.0,1.1678182186971488e-07,True
clever,2030,ES4 3,onwind,311.6927210152132,43654.0,15.855958841169027,True
clever,2030,ES4 3,protected area,455.9765521308121,63862.0,23.195746822626113,True
clever,2030,ES4 3,solar,11.298799865905968,1582.0,0.5747753911124123,True
clever,2030,ES4 3,solar rooftop,1.9625654479719232,275.0,0.09983664958484685,True
clever,2030,ES4 3,urban area,69.23655213081226,9697.0,3.5220967538636567,True
clever,2030,FI2 0,H2 Electrolysis,0.13513778527068315,19.0,9.527665137184878e-05,True
clever,2030,FI2 0,H2 Store,1.2338083471782272e-07,0.0,8.698760862353644e-11,True
clever,2030,FI2 0,grid,1.578828983335323e-06,0.0,1.1131271562554117e-09,True
clever,2030,FI2 0,offwind,447.99991554108414,62745.0,0.5939948462932143,True
clever,2030,FI2 0,onwind,727.1289082328681,101839.0,0.5126501618576198,True
clever,2030,FI2 0,protected area,6602.313225098203,924694.0,4.654851299623108,True
clever,2030,FI2 0,solar,1.3128990580323714,184.0,0.0009256376785221423,True
clever,2030,FI2 0,solar rooftop,15.590906955309277,2184.0,0.010992110042180692,True
clever,2030,FI2 0,urban area,3339.883225098202,467771.0,2.3547292048850865,True
clever,2030,FI2 1,H2 Electrolysis,0.005990768619570026,1.0,3.1605805717964695e-06,True
clever,2030,FI2 1,H2 Store,1.3934284914829947e-07,0.0,7.351382265010439e-11,True
clever,2030,FI2 1,grid,1.873814548733929e-07,0.0,9.885779661947767e-11,True
clever,2030,FI2 1,offwind,3.0557466540825073,428.0,0.03464333764104575,True
clever,2030,FI2 1,onwind,88.61005529880454,12410.0,0.0467484620134291,True
clever,2030,FI2 1,protected area,41159.17095811698,5764590.0,21.714555233617205,True
clever,2030,FI2 1,solar,1.1319771682009498,159.0,0.0005972030089504422,True
