sce_name,target_year,bus,type,area_km2,oly_field,rel,onshore,base_area
clever,2030,AT1 0,H2 Electrolysis,0.042904018123497,6.0,5.108396031077118e-05,True,83987.25913670124
clever,2030,AT1 0,H2 Store,2.2772352956030902e-10,0.0,2.711405657251611e-13,True,83987.25913670131
clever,2030,AT1 0,grid,8.769400574472611,1228.0,0.0104413463001562,True,83987.25913670177
clever,2030,AT1 0,onwind,796.5451055665484,111561.0,0.9484118350261396,True,83987.25913670135
clever,2030,AT1 0,protected area,12846.129136701342,1799178.0,15.295330826063056,True,83987.25913670135
clever,2030,AT1 0,solar,142.50031923723083,19958.0,0.1696689720583583,True,83987.25913670138
clever,2030,AT1 0,solar rooftop,56.60863464912027,7928.0,0.0674014549718566,True,83987.25913670135
clever,2030,AT1 0,urban area,4802.609136701339,672634.0,5.718259157480544,True,83987.25913670134
clever,2030,BE1 0,H2 Electrolysis,1.7351024505162146e-07,0.0,5.656406444424921e-10,True,30674.995999029914
clever,2030,BE1 0,H2 Store,2.2224795923239443e-10,0.0,7.245248189744604e-13,True,30674.99599902991
clever,2030,BE1 0,grid,4.186099170053876,586.0,0.0136466168412418,True,30674.99599903
clever,2030,BE1 0,offwind,422.2648752468028,59141.0,5.183537165245297,True,8146.268885231774
clever,2030,BE1 0,onwind,499.0403071049397,69894.0,1.626863479039155,True,30674.995999029914
clever,2030,BE1 0,protected area,3922.0759990299134,549310.0,12.78590549499647,True,30674.995999029914
clever,2030,BE1 0,solar,134.50592234376995,18838.0,0.4384871715974263,True,30674.995999029914
clever,2030,BE1 0,solar rooftop,73.67680005411295,10319.0,0.240185198578161,True,30674.995999029914
clever,2030,BE1 0,urban area,6230.485999029914,872617.0,20.311285449644235,True,30674.995999029914
clever,2030,BG1 0,H2 Electrolysis,0.0342830551641898,5.0,3.039394314235788e-05,True,112795.68104610928
clever,2030,BG1 0,H2 Store,2.3276987772498487e-10,0.0,2.0636417597392894e-13,True,112795.68104610941
clever,2030,BG1 0,grid,1.5876688447951747e-06,0.0,1.4075617346963451e-09,True,112795.68104610946
clever,2030,BG1 0,offwind,201.53550864218175,28226.0,0.5715844708806292,True,35259.09448373919
clever,2030,BG1 0,onwind,489.4433781194872,68549.0,0.4339203182074045,True,112795.68104610946
clever,2030,BG1 0,protected area,38984.57104610944,5460024.0,34.56211326936627,True,112795.68104610941
clever,2030,BG1 0,solar,22.793653294628665,3192.0,0.0202079131782633,True,112795.6810461098
clever,2030,BG1 0,solar rooftop,47.574513145764506,6663.0,0.0421776017526031,True,112795.68104610956
clever,2030,BG1 0,urban area,4935.231046109438,691209.0,4.375372354985807,True,112795.68104610944
clever,2030,CZ1 0,H2 Electrolysis,0.0298341271831824,4.0,3.789024732749041e-05,True,78738.27511687136
clever,2030,CZ1 0,H2 Store,2.2395355502564126e-10,0.0,2.844278144183705e-13,True,78738.27511687149
clever,2030,CZ1 0,grid,0.9508665180727396,133.0,0.0012076293475585,True,78738.27511687543
clever,2030,CZ1 0,onwind,489.44337812051305,68549.0,0.6216079503824925,True,78738.2751168715
clever,2030,CZ1 0,protected area,11018.795116871504,1543249.0,13.994204344096016,True,78738.27511687152
clever,2030,CZ1 0,solar,41.22896971380872,5774.0,0.052362043304368,True,78738.2751168716
clever,2030,CZ1 0,solar rooftop,56.57678290424112,7924.0,0.0718542320367876,True,78738.2751168716
clever,2030,CZ1 0,urban area,4919.775116871504,689044.0,6.248263769518781,True,78738.27511687152
clever,2030,DE1 0,H2 Electrolysis,5.562375886887613e-07,0.0,1.0581382795503643e-09,True,52567.57074558571
clever,2030,DE1 0,H2 Store,2.2206744893452758e-10,0.0,4.2244190816669123e-13,True,52567.57074558569
clever,2030,DE1 0,grid,7.802252715800757,1093.0,0.0148423307471478,True,52567.57074558583
clever,2030,DE1 0,onwind,620.8362812128414,86952.0,1.181025245046111,True,52567.57074558571
clever,2030,DE1 0,protected area,9615.950745585706,1346772.0,18.292553011674396,True,52567.570745585705
clever,2030,DE1 0,solar,130.01764264150216,18210.0,0.2473343180927192,True,52567.57074558571
clever,2030,DE1 0,solar rooftop,103.57143883609072,14506.0,0.197025347314129,True,52567.57074558571
clever,2030,DE1 0,urban area,5551.870745585708,777573.0,10.56139872328401,True,52567.57074558571
clever,2030,DE1 1,H2 Electrolysis,1.014490093669728,142.0,0.0014650177545724,True,69247.63133439505
clever,2030,DE1 1,H2 Store,0.0013351882504378,0.0,1.928135626748505e-06,True,69247.6313343882
clever,2030,DE1 1,grid,34.594439334396235,4845.0,0.0499575778517858,True,69247.63133439148
clever,2030,DE1 1,offwind,191.26148346422417,26787.0,1.0352360670129357,True,18475.156494121093
clever,2030,DE1 1,onwind,4140.474716754105,579898.0,5.979229378634011,True,69247.63133439147
clever,2030,DE1 1,protected area,8406.261334391464,1177348.0,12.139420760543096,True,69247.63133439147
clever,2030,DE1 1,solar,124.14146889012034,17387.0,0.1792717909593914,True,69247.63133439148
clever,2030,DE1 1,solar rooftop,89.72645624188179,12567.0,0.1295733218781155,True,69247.63133439145
clever,2030,DE1 1,urban area,6378.971334391466,893413.0,9.211826038623482,True,69247.63133439148
clever,2030,DE1 2,H2 Electrolysis,1.0215181266542417e-06,0.0,2.19395998409246e-09,True,46560.47211712463
clever,2030,DE1 2,H2 Store,2.1995659355639448e-10,0.0,4.724105739372348e-13,True,46560.4721171246
clever,2030,DE1 2,grid,2.937237241332172,411.0,0.0063084352623045,True,46560.472117125064
clever,2030,DE1 2,onwind,694.4935214069296,97268.0,1.4915946721070723,True,46560.472117124606
