sce_name,target_year,bus,type,area_km2,oly_field,rel
clever,2030,DK1 0,H2 Store,1.3764512889655007,193.0,0.004351858326642777
clever,2030,DK1 0,grid,112.7149038955598,15786.0,0.3563651667058206
clever,2030,DK1 0,offwind,1226.7320816511533,171811.0,1.5054741597993755
clever,2030,DK1 0,onwind,382.8808042049713,53625.0,1.2105354030678306
clever,2030,DK1 0,solar,17.32113940203587,2426.0,0.05476339434455598
clever,2030,DK1 0,solar rooftop,15.164431254509926,2124.0,0.04794463629246168
clever,2030,DK2 0,H2 Electrolysis,0.00015377468445844996,0.0,2.0251426790161735e-06
clever,2030,DK2 0,H2 Store,0.035563606935746846,5.0,0.0004683565339703023
clever,2030,DK2 0,grid,31.721928512022245,4443.0,0.4177633757899491
clever,2030,DK2 0,offwind,43.26792483393451,6060.0,0.19790207227863374
clever,2030,DK2 0,onwind,437.11919775632043,61221.0,5.756661093541862
clever,2030,DK2 0,solar,54.80032838564903,7675.0,0.7216954092847825
clever,2030,DK2 0,solar rooftop,8.094308155404674,1134.0,0.10659835824308161
clever,2030,EE6 0,H2 Electrolysis,0.008525154318020952,1.0,1.8734669570695354e-05
clever,2030,EE6 0,H2 Store,1.2838843279789728e-06,0.0,2.8214326397394844e-09
clever,2030,EE6 0,grid,9.419355439972774e-06,0.0,2.069974397575333e-08
clever,2030,EE6 0,offwind,50.00000031580111,7003.0,0.1389233707423576
clever,2030,EE6 0,onwind,180.0000033055282,25210.0,0.3955635826467927
clever,2030,EE6 0,solar,2.323542216792913,325.0,0.005106159260150678
clever,2030,EE6 0,solar rooftop,5.115584075130429,716.0,0.01124188181627286
clever,2030,ES1 0,H2 Electrolysis,0.48766954604366963,68.0,9.865703993098517e-05
clever,2030,ES1 0,H2 Store,1.609048419410956,225.0,0.0003255154139776858
clever,2030,ES1 0,grid,844.4323796983107,118268.0,0.17083125177444014
clever,2030,ES1 0,offwind,299.98816858655704,42015.0,0.06820292908453657
clever,2030,ES1 0,onwind,5127.6599739110225,718160.0,1.037341287563923
clever,2030,ES1 0,solar,303.4486565959891,42500.0,0.061388590847363436
clever,2030,ES1 0,solar rooftop,243.4374352534484,34095.0,0.04924813732031859
clever,2030,ES4 0,H2 Electrolysis,0.09850363030384839,14.0,0.0026588237364130033
clever,2030,ES4 0,H2 Store,1.2481652117888982e-06,0.0,3.369064959161847e-08
clever,2030,ES4 0,grid,3.336744161874362e-05,0.0,9.006586409620338e-07
clever,2030,ES4 0,offwind,0.011831423073184575,2.0,1.0326484057818282e-05
clever,2030,ES4 0,onwind,172.34003190085045,24137.0,4.651826192991117
clever,2030,ES4 0,solar,1.8546991037940683,260.0,0.050062297053014654
clever,2030,ES4 0,solar rooftop,3.459516796950452,485.0,0.09337976019643193
clever,2030,FI2 0,H2 Electrolysis,0.1558583596137877,22.0,4.703259482679856e-05
clever,2030,FI2 0,H2 Store,1.3712179515884769e-06,0.0,4.137855582215969e-10
clever,2030,FI2 0,grid,1.905461615275007e-05,0.0,5.7500158689799655e-09
clever,2030,FI2 0,offwind,470.00000031112234,65826.0,0.5579157821769118
clever,2030,FI2 0,onwind,850.0000042777958,119048.0,0.2565002345914468
clever,2030,FI2 0,solar,6.970721641103854,976.0,0.002103519679078101
clever,2030,FI2 0,solar rooftop,12.405544668073967,1737.0,0.0037435589430370167
clever,2030,FR1 0,H2 Electrolysis,0.17144855461644626,24.0,3.182372371384194e-05
clever,2030,FR1 0,H2 Store,1.1683549034066138e-06,0.0,2.16866241473452e-10
clever,2030,FR1 0,grid,984.2122868218406,137845.0,0.18268628721692534
clever,2030,FR1 0,offwind,810.0000000018388,113445.0,0.2548485450043225
clever,2030,FR1 0,onwind,3720.0000022103713,521008.0,0.6904943150478925
clever,2030,FR1 0,solar,206.27309878953673,28890.0,0.038287742466897125
clever,2030,FR1 0,solar rooftop,282.5181131354103,39568.0,0.05244009432853389
clever,2030,GB0 0,H2 Electrolysis,9.431521636981355e-06,0.0,4.217544643504176e-09
clever,2030,GB0 0,H2 Store,0.3719071545912151,52.0,0.0001663077378285147
clever,2030,GB0 0,grid,3048.2995280664204,426933.0,1.363124619889822
clever,2030,GB0 0,offwind,3572.4619303427776,500345.0,0.6221714909342785
clever,2030,GB0 0,onwind,3946.3023098715544,552703.0,1.7646893904570315
clever,2030,GB0 0,solar,230.55150114731123,32290.0,0.10309696421657179
clever,2030,GB0 0,solar rooftop,181.39494074791622,25405.0,0.08111535870419632
clever,2030,GB5 0,H2 Electrolysis,0.7378496462777082,103.0,0.0050346553612253125
clever,2030,GB5 0,H2 Store,3.737331371280575,523.0,0.025501368090391892
clever,2030,GB5 0,grid,36.107947741565226,5057.0,0.2463795620110566
clever,2030,GB5 0,offwind,1427.5380741849444,199935.0,0.9421542212885186
clever,2030,GB5 0,onwind,133.69769484524468,18725.0,0.9122750407645119
clever,2030,GB5 0,solar,9.427108012923245,1320.0,0.06432508321654803
clever,2030,GB5 0,solar rooftop,0.0003538998269645123,0.0,2.4148058756309015e-06
clever,2030,GR1 0,H2 Electrolysis,0.03170611128548886,4.0,2.667262392811882e-05
clever,2030,GR1 0,H2 Store,0.13046233861391338,18.0,0.00010975085728108246
clever,2030,GR1 0,grid,6.485199948572099e-07,0.0,5.455645372887048e-10
clever,2030,GR1 0,offwind,150.00000013983976,21008.0,0.03023207353057603
clever,2030,GR1 0,onwind,900.0000022641161,126050.0,0.7571209657200549
clever,2030,GR1 0,solar,57.8808465294065,8107.0,0.0486920025675491
clever,2030,GR1 0,solar rooftop,39.72285022593328,5563.0,0.03341666960950276
clever,2030,HR1 0,H2 Electrolysis,0.013195224558094866,2.0,2.5617452822158827e-05
clever,2030,HR1 0,H2 Store,1.2169716474511792e-06,0.0,2.3626512475954905e-09
clever,2030,HR1 0,grid,91.00289813441985,12746.0,0.17667470829119525
clever,2030,HR1 0,offwind,90.00000047993325,12605.0,0.15994285205864184
clever,2030,HR1 0,onwind,330.0000023560484,46218.0,0.6406681034073232
clever,2030,HR1 0,solar,1.5135196133345534,212.0,0.0029383749491572117
clever,2030,HR1 0,solar rooftop,17.147597415301675,2402.0,0.03329066253217948
clever,2030,HU1 0,H2 Electrolysis,0.023839561747320357,3.0,2.5578411081034025e-05
clever,2030,HU1 0,H2 Store,1.2148744987349688e-06,0.0,1.3034870216941411e-09
clever,2030,HU1 0,grid,58.34188965722383,8171.0,0.06259732677613242
clever,2030,HU1 0,onwind,410.00000168789137,57423.0,0.439905259062756
clever,2030,HU1 0,solar,34.81447297801142,4876.0,0.03735382851579568
clever,2030,HU1 0,solar rooftop,46.158282783338585,6465.0,0.049525051858789276
clever,2030,IE5 0,H2 Electrolysis,0.22345264514812568,31.0,0.0003228332311009677
clever,2030,IE5 0,H2 Store,1.1787344462978264e-06,0.0,1.7029767074633771e-09
clever,2030,IE5 0,grid,550.6316987668523,77119.0,0.7955252010629812
clever,2030,IE5 0,offwind,500.00000012652555,70028.0,0.11696273568518481
clever,2030,IE5 0,onwind,1150.0000216937588,161064.0,1.6614626446846212
clever,2030,IE5 0,solar,34.05944556286978,4770.0,0.04920738733381246
clever,2030,IE5 0,solar rooftop,24.64273594227038,3451.0,0.03560259518135235
clever,2030,IT1 0,H2 Electrolysis,3.081026078866212e-05,0.0,1.0922802946220205e-08
clever,2030,IT1 0,H2 Store,1.2342313981608428e-06,0.0,4.3755768393592154e-10
clever,2030,IT1 0,grid,1590.3014555985867,222731.0,0.5637910546665258
clever,2030,IT1 0,offwind,0.013625162318383502,2.0,3.1802311554765e-06
clever,2030,IT1 0,onwind,861.2957322568643,120630.0,0.3053451454498604
clever,2030,IT1 0,solar,366.09547631078374,51274.0,0.12978756572929867
clever,2030,IT1 0,solar rooftop,243.82689265937262,34149.0,0.08644110868699859
clever,2030,IT3 0,H2 Electrolysis,0.046963034032019804,7.0,0.00017224811068095527
clever,2030,IT3 0,H2 Store,1.3618783624207597e-06,0.0,4.995013200048145e-09
clever,2030,IT3 0,grid,390.8734519480349,54744.0,1.4336214642241365
clever,2030,IT3 0,offwind,249.98637518311654,35012.0,0.1819809129028707
clever,2030,IT3 0,onwind,1208.7042756203214,169286.0,4.433210761162544
clever,2030,IT3 0,solar,21.635091038074027,3030.0,0.07935184837457239
clever,2030,IT3 0,solar rooftop,8.810255934431042,1234.0,0.03231371163725799
clever,2030,LT6 0,H2 Electrolysis,0.016083456046667787,2.0,2.4823810807248208e-05
clever,2030,LT6 0,H2 Store,1.2301218539497362e-06,0.0,1.898616322493464e-09
clever,2030,LT6 0,grid,16.0269393124272,2245.0,0.024736580754567923
clever,2030,LT6 0,offwind,130.00000000502774,18207.0,2.124660561417995
clever,2030,LT6 0,onwind,190.0000042660907,26611.0,0.2932531506656475
clever,2030,LT6 0,solar,2.6401467113595856,370.0,0.004074901704957085
clever,2030,LT6 0,solar rooftop,5.011104549443602,702.0,0.007734327181283973
clever,2030,LU1 0,H2 Electrolysis,0.0025424071027984807,0.0,8.304759516394717e-05
clever,2030,LU1 0,H2 Store,1.1346268550900786e-06,0.0,3.706252693360738e-08
clever,2030,LU1 0,grid,4.527019320303499,634.0,0.1478748495463639
clever,2030,LU1 0,onwind,30.00000004296578,4202.0,0.9799484338067861
clever,2030,LU1 0,solar,4.579407715810105,641.0,0.1495861137481247
clever,2030,LU1 0,solar rooftop,2.0182072202210435,283.0,0.06592463339068853
clever,2030,LV6 0,H2 Electrolysis,0.012263926083907847,2.0,1.899184758047467e-05
clever,2030,LV6 0,H2 Store,1.2537114227740743e-06,0.0,1.9414905217398552e-09
clever,2030,LV6 0,grid,2.931129883957328e-06,0.0,4.5391314016264636e-09
clever,2030,LV6 0,offwind,140.00000005750428,19608.0,0.4861180063793819
clever,2030,LV6 0,onwind,180.00000051893278,25210.0,0.27874699757254506
clever,2030,LV6 0,solar,0.1262902383567136,18.0,0.00019557235923981154
clever,2030,LV6 0,solar rooftop,5.252441892835354,736.0,0.008133902240728678
clever,2030,NL1 0,H2 Electrolysis,0.2566964649530027,36.0,0.0007030644083590186
clever,2030,NL1 0,H2 Store,0.5483528415163076,77.0,0.0015018803089603663
clever,2030,NL1 0,grid,87.0470047754983,12191.0,0.23841251932750657
clever,2030,NL1 0,offwind,2100.000000348474,294118.0,3.563937938494908
clever,2030,NL1 0,onwind,770.0000049091728,107843.0,2.1089483954795556
clever,2030,NL1 0,solar,383.0510860804654,53649.0,1.0491363223710481
clever,2030,NL1 0,solar rooftop,90.06373007123676,12614.0,0.24667501014762117
clever,2030,PL1 0,H2 Electrolysis,0.12423579169380242,17.0,3.9630869471353095e-05
clever,2030,PL1 0,H2 Store,0.9662194056610822,135.0,0.00030822128329023997
clever,2030,PL1 0,grid,409.5901089929112,57366.0,0.13065809719523136
clever,2030,PL1 0,offwind,600.0000023016728,84034.0,1.9213765819564772
clever,2030,PL1 0,onwind,2040.0000129705797,285714.0,0.6507542885455672
clever,2030,PL1 0,solar,70.1572745039495,9826.0,0.022379974002859057
clever,2030,PL1 0,solar rooftop,200.96574658204324,28146.0,0.0641075101017229
clever,2030,PT1 0,H2 Electrolysis,0.04850739374333923,7.0,5.516231573121766e-05
clever,2030,PT1 0,H2 Store,0.11467367266304294,16.0,0.00013040620922590143
clever,2030,PT1 0,grid,1.3520790170773516e-06,0.0,1.5375761070201127e-09
clever,2030,PT1 0,offwind,220.00000000522658,30812.0,0.07070663627494082
clever,2030,PT1 0,onwind,850.0000027571202,119048.0,0.9666148787897422
clever,2030,PT1 0,solar,18.28143913973891,2560.0,0.020789542377460595
clever,2030,PT1 0,solar rooftop,46.90830162646631,6570.0,0.05334383781626355
clever,2030,RO1 0,H2 Electrolysis,0.04474859145912724,6.0,1.893220736736307e-05
clever,2030,RO1 0,H2 Store,1.2568513748989086e-06,0.0,5.31747929569482e-10
clever,2030,RO1 0,grid,60.74381399854701,8508.0,0.025699456572961216
clever,2030,RO1 0,offwind,280.152040636,39237.0,0.9413195264203118
clever,2030,RO1 0,onwind,960.0000008007107,134454.0,0.40615622738491086
clever,2030,RO1 0,solar,24.72014828979827,3462.0,0.010458585584797628
clever,2030,RO1 0,solar rooftop,60.66588055432464,8497.0,0.02566648453789239
clever,2030,SE2 0,H2 Electrolysis,0.4692927473511002,66.0,0.00010553324842557028
clever,2030,SE2 0,H2 Store,1.202611425735381e-06,0.0,2.7043991424953717e-10
clever,2030,SE2 0,grid,1109.5938658448913,155405.0,0.24952238396322474
clever,2030,SE2 0,offwind,670.0000000353547,93838.0,0.41692669699560225
clever,2030,SE2 0,onwind,1890.000002508747,264706.0,0.4250179465054894
clever,2030,SE2 0,solar,25.263194536027026,3538.0,0.005681116957470064
clever,2030,SE2 0,solar rooftop,15.192557628845094,2128.0,0.0034164601254005372
clever,2030,SI1 0,H2 Electrolysis,0.004555877097876604,1.0,2.236247932216168e-05
clever,2030,SI1 0,H2 Store,1.2199027638883236e-06,0.0,5.987881092142535e-09
clever,2030,SI1 0,grid,27.58079241855516,3863.0,0.13538005677024056
clever,2030,SI1 0,offwind,1.5247638342504597e-06,0.0,7.987580177190998e-07
clever,2030,SI1 0,onwind,120.00000003401267,16807.0,0.5890188566918827
clever,2030,SI1 0,solar,4.758706880648385,666.0,0.023358067378140304
clever,2030,SI1 0,solar rooftop,12.547273884056853,1757.0,0.06158817429743589
clever,2030,SK1 0,H2 Electrolysis,0.01175917714915546,2.0,2.4240907428844883e-05
clever,2030,SK1 0,H2 Store,1.1904752110950803e-06,0.0,2.4541002335833506e-09
clever,2030,SK1 0,grid,44.196467944869106,6190.0,0.09110862729118994
clever,2030,SK1 0,onwind,290.0000002600553,40616.0,0.5978193092510621
clever,2030,SK1 0,solar,10.570759698587342,1480.0,0.021791049157246806
clever,2030,SK1 0,solar rooftop,28.864590546398972,4043.0,0.05950279160961709
clever,2040,AT1 0,H2 Electrolysis,0.29971684954331695,42.0,0.00035685990068503687
clever,2040,AT1 0,H2 Store,5.542000969770877e-07,0.0,6.59862106078551e-10
clever,2040,AT1 0,grid,44.48128237120959,6230.0,0.05296194069008718
clever,2040,AT1 0,onwind,1270.0000003599007,177871.0,1.5121341182152321
clever,2040,AT1 0,solar,285.8983124313189,40042.0,0.34040676570475803
clever,2040,AT1 0,solar rooftop,101.5359100064087,14221.0,0.1208944202371748
clever,2040,BE1 0,H2 Electrolysis,0.546028301066882,76.0,0.0017800435934340463
clever,2040,BE1 0,H2 Store,5.175805159071863e-07,0.0,1.6873042654139373e-09
clever,2040,BE1 0,grid,38.778761520378296,5431.0,0.12641814695462278
clever,2040,BE1 0,offwind,800.0000013449595,112045.0,9.820446791233042
clever,2040,BE1 0,onwind,820.0000004973532,114846.0,2.6731869843545715
clever,2040,BE1 0,solar,312.5574039127077,43776.0,1.0189321749955313
clever,2040,BE1 0,solar rooftop,132.1501744629132,18508.0,0.43080747090266097
clever,2040,BG1 0,H2 Electrolysis,0.24960957115140153,35.0,0.00022129355382797356
clever,2040,BG1 0,H2 Store,5.915278401515301e-07,0.0,5.244241930767908e-10
clever,2040,BG1 0,grid,3.3155042577262868,464.0,0.0029393893693243018
clever,2040,BG1 0,offwind,143.81276578580366,20142.0,0.40787424603920924
clever,2040,BG1 0,onwind,900.00000037269,126050.0,0.7979028913392363
clever,2040,BG1 0,solar,62.274149768578,8722.0,0.055209693483849895
clever,2040,BG1 0,solar rooftop,85.33188360075563,11951.0,0.07565172957807936
clever,2040,CZ1 0,H2 Electrolysis,0.2526170099900985,35.0,0.00032083127248487244
clever,2040,CZ1 0,H2 Store,5.307719330484324e-07,0.0,6.740964699323241e-10
clever,2040,CZ1 0,grid,5.085360076564232e-06,0.0,6.458561695714078e-09
clever,2040,CZ1 0,onwind,970.000000186628,135854.0,1.2319294507618481
clever,2040,CZ1 0,solar,73.91871792152922,10353.0,0.0938790160335763
clever,2040,CZ1 0,solar rooftop,116.78329371767859,16356.0,0.14831832872175155
clever,2040,DE1 0,H2 Electrolysis,8.035536879665505,1125.0,0.0022564041416609014
clever,2040,DE1 0,H2 Store,42.62696016787557,5970.0,0.01196978508214034
clever,2040,DE1 0,grid,230.68495368783317,32309.0,0.06477706377495308
clever,2040,DE1 0,offwind,5960.000010798158,834734.0,10.478363721239928
clever,2040,DE1 0,onwind,13000.000006201672,1820728.0,3.6504410713134883
clever,2040,DE1 0,solar,3562.4169200892125,498938.0,1.0003379255409226
clever,2040,DE1 0,solar rooftop,942.049475304932,131940.0,0.2645304687863011
clever,2040,DK1 0,H2 Electrolysis,0.9209020264321797,129.0,0.002911570633758573
clever,2040,DK1 0,H2 Store,8.986766166561043,1259.0,0.028413016490349986
clever,2040,DK1 0,grid,128.64900537067388,18018.0,0.4067432314713106
clever,2040,DK1 0,offwind,1543.7573116143665,216213.0,1.8945348999992022
clever,2040,DK1 0,onwind,765.7190163897678,107244.0,2.4209361450407627
clever,2040,DK1 0,solar,34.62767224783951,4850.0,0.10948060785883312
clever,2040,DK1 0,solar rooftop,30.328884342165683,4248.0,0.09588934161370645
clever,2040,DK2 0,H2 Electrolysis,8.935445567644509e-06,0.0,1.1767575553017781e-07
clever,2040,DK2 0,H2 Store,0.3287942242274585,46.0,0.004330070443272179
clever,2040,DK2 0,grid,31.72192871341854,4443.0,0.41776337844224665
clever,2040,DK2 0,offwind,126.24268966457521,17681.0,0.5774182605368094
clever,2040,DK2 0,onwind,141.0987255114886,19762.0,1.8582060629447252
clever,2040,DK2 0,solar,56.13933030975159,7863.0,0.7393294558336966
clever,2040,DK2 0,solar rooftop,16.188593121963024,2267.0,0.2131964110996002
clever,2040,EE6 0,H2 Electrolysis,0.15670434982693512,22.0,0.0003443696271975292
clever,2040,EE6 0,H2 Store,6.751017030461495e-07,0.0,1.483586907799154e-09
clever,2040,EE6 0,grid,1.2486042100982164e-05,0.0,2.7439019199126333e-08
clever,2040,EE6 0,offwind,110.00000006044186,15406.0,0.3056314138707477
clever,2040,EE6 0,onwind,360.0000000110287,50420.0,0.7911271507895268
clever,2040,EE6 0,solar,4.645281813592391,651.0,0.010208357126914359
clever,2040,EE6 0,solar rooftop,10.231762885243052,1433.0,0.022485070607523285
clever,2040,ES1 0,H2 Electrolysis,1.034256199137519,145.0,0.00020923319072305163
clever,2040,ES1 0,H2 Store,12.272876834904274,1719.0,0.0024828405008927683
clever,2040,ES1 0,grid,844.4323805406877,118268.0,0.1708312519448556
clever,2040,ES1 0,offwind,979.9861773393541,137253.0,0.22280187939351007
clever,2040,ES1 0,onwind,5365.176942899635,751425.0,1.0853916964604786
clever,2040,ES1 0,solar,416.4562986868396,58327.0,0.08425038229756228
clever,2040,ES1 0,solar rooftop,455.4698838325585,63791.0,0.09214294983391487
clever,2040,ES4 0,H2 Electrolysis,1.1650504614393122,163.0,0.03144720465061626
clever,2040,ES4 0,H2 Store,6.989873246986667e-07,0.0,1.886716341953978e-08
clever,2040,ES4 0,grid,3.3446758878940914e-05,0.0,9.027995835188641e-07
clever,2040,ES4 0,offwind,0.013822956544978046,2.0,1.2064697501786634e-05
clever,2040,ES4 0,onwind,934.823058382219,130928.0,25.23287445656444
clever,2040,ES4 0,solar,3.6872275149136877,516.0,0.09952615967519962
clever,2040,ES4 0,solar rooftop,0.0003998274365857725,0.0,1.079219796858476e-05
clever,2040,FI2 0,H2 Electrolysis,1.581171393295266,221.0,0.00047714215443341626
clever,2040,FI2 0,H2 Store,6.977836528930017e-07,0.0,2.1056667030631814e-10
clever,2040,FI2 0,grid,1.9618977161969623e-05,0.0,5.92032025783944e-09
clever,2040,FI2 0,offwind,1090.0000004443968,152661.0,1.2938897923791743
clever,2040,FI2 0,onwind,1550.0000006706623,217087.0,0.46773571975045847
clever,2040,FI2 0,solar,13.93939501828151,1952.0,0.004206421263832754
clever,2040,FI2 0,solar rooftop,25.988234957586332,3640.0,0.007842339211400715
clever,2040,FR1 0,H2 Electrolysis,1.7678817608944168,248.0,0.00032814846904546306
clever,2040,FR1 0,H2 Store,5.297320548946742e-07,0.0,9.832714306077182e-11
clever,2040,FR1 0,grid,984.2122886026284,137845.0,0.18268628754746938
clever,2040,FR1 0,offwind,2930.0000000077366,410364.0,0.921859551682644
clever,2040,FR1 0,onwind,5330.000001877824,746499.0,0.9893372844933038
clever,2040,FR1 0,solar,412.5428343639463,57779.0,0.0765748606647286
clever,2040,FR1 0,solar rooftop,720.3314529264666,100887.0,0.13370558411300396
clever,2040,GB0 0,H2 Electrolysis,5.793302530363598,811.0,0.0025906224886692144
clever,2040,GB0 0,H2 Store,41.01173485887015,5744.0,0.01833943973543187
clever,2040,GB0 0,grid,3048.2995320097157,426933.0,1.3631246216531665
clever,2040,GB0 0,offwind,6656.831313822566,932329.0,1.1593379423420704
clever,2040,GB0 0,onwind,5314.836246796244,744375.0,2.376664127650949
clever,2040,GB0 0,solar,461.09548835334516,64579.0,0.20619056838330163
clever,2040,GB0 0,solar rooftop,327.50020196710415,45868.0,0.14645004016499044
clever,2040,GB5 0,H2 Electrolysis,1.4636863212775766,205.0,0.00998734121747988
clever,2040,GB5 0,H2 Store,22.776914770828217,3190.0,0.15541637329722577
clever,2040,GB5 0,grid,36.107947816511675,5057.0,0.2463795625224474
clever,2040,GB5 0,offwind,913.1686885622399,127895.0,0.6026779602138675
clever,2040,GB5 0,onwind,855.1637553499589,119771.0,5.83513837448907
clever,2040,GB5 0,solar,18.85032362176626,2640.0,0.1286236069393436
clever,2040,GB5 0,solar rooftop,3.302426783485191e-05,0.0,2.253383300297734e-07
clever,2040,GR1 0,H2 Electrolysis,0.18662701507847976,26.0,0.0001569991394780062
clever,2040,GR1 0,H2 Store,1.8319277309632462,257.0,0.0015411009881189006
clever,2040,GR1 0,grid,6.85372148700707e-07,0.0,5.765662464405505e-10
clever,2040,GR1 0,offwind,200.00000008502906,28011.0,0.040309431353659664
clever,2040,GR1 0,onwind,1100.0000003581833,154062.0,0.9253700671867815
clever,2040,GR1 0,solar,115.75757676537,16213.0,0.09738054232169942
clever,2040,GR1 0,solar rooftop,50.03529386876299,7008.0,0.042091966576337195
clever,2040,HR1 0,H2 Electrolysis,0.1265873261910055,18.0,0.00024575897456719886
clever,2040,HR1 0,H2 Store,5.578576221563218e-07,0.0,1.0830350975955354e-09
clever,2040,HR1 0,grid,91.00289818570131,12746.0,0.17667470839075403
clever,2040,HR1 0,offwind,190.00000006112526,26611.0,0.3376571304318402
clever,2040,HR1 0,onwind,570.0000006288114,79832.0,1.1066085355691224
clever,2040,HR1 0,solar,3.023179528564711,423.0,0.005869256609082261
clever,2040,HR1 0,solar rooftop,39.59058606182872,5545.0,0.07686189546644202
clever,2040,HU1 0,H2 Electrolysis,0.22695527390499554,32.0,0.00024350931256541107
clever,2040,HU1 0,H2 Store,5.651764069065222e-07,0.0,6.064001772508137e-10
clever,2040,HU1 0,grid,58.341891579819055,8171.0,0.06259732883896106
clever,2040,HU1 0,onwind,790.0000004218116,110644.0,0.8476223254010731
clever,2040,HU1 0,solar,69.62566973432455,9751.0,0.07470414184342307
clever,2040,HU1 0,solar rooftop,91.14117608776507,12765.0,0.09778898173930581
clever,2040,IE5 0,H2 Electrolysis,2.817633009693593,395.0,0.004070775568457202
clever,2040,IE5 0,H2 Store,5.572448483064954e-07,0.0,8.050795495121643e-10
clever,2040,IE5 0,grid,550.6317000026522,77119.0,0.7955252028484032
clever,2040,IE5 0,offwind,1380.0000002102613,193277.0,0.3228171504586063
clever,2040,IE5 0,onwind,1690.0000004296173,236695.0,2.4416276671849753
clever,2040,IE5 0,solar,100.2044467932807,14034.0,0.1447703843806172
clever,2040,IE5 0,solar rooftop,49.28547376217741,6903.0,0.07120519307542045
clever,2040,IT1 0,H2 Electrolysis,7.894110033187946e-07,0.0,2.798606896570705e-10
clever,2040,IT1 0,H2 Store,5.669782941190363e-07,0.0,2.0100421167889875e-10
clever,2040,IT1 0,grid,1590.3014626315592,222731.0,0.5637910571598437
clever,2040,IT1 0,offwind,281.8128230078034,39470.0,0.06577755910716596
clever,2040,IT1 0,onwind,1722.5363072614193,241252.0,0.6106707366414118
clever,2040,IT1 0,solar,732.187826287884,102547.0,0.25957402311592526
clever,2040,IT1 0,solar rooftop,421.121623260074,58981.0,0.14929534478185477
clever,2040,IT3 0,H2 Electrolysis,0.9574139137743332,134.0,0.003511543518990893
clever,2040,IT3 0,H2 Store,6.85459385053121e-07,0.0,2.5140855240193598e-09
clever,2040,IT3 0,grid,390.87345210038563,54744.0,1.4336214647829189
clever,2040,IT3 0,offwind,398.1871773560696,55769.0,0.28986566163214145
clever,2040,IT3 0,onwind,1497.4636937482412,209729.0,5.492304689803403
clever,2040,IT3 0,solar,250.23347356467602,35047.0,0.9177908527217541
clever,2040,IT3 0,solar rooftop,17.620524260414072,2468.0,0.06462746872348371
clever,2040,LT6 0,H2 Electrolysis,0.20659577432659984,29.0,0.0003188676861850843
clever,2040,LT6 0,H2 Store,5.965740601188818e-07,0.0,9.20774835827108e-10
clever,2040,LT6 0,grid,32.72591942090308,4583.0,0.050510414542778534
